Mer Number,Cust-Code,Customer,Cust Part No,Date,Stock,Alloc Stock,Location,PCB Type,Fixture,New1,Partfinished,Notes,Spare1,Spare2,ISSUE LEVEL,Date3,Spare4,Spare5,Spare6,MAT,Fecreator,Toolingdate,Sparealpha,Sparenum,Fulldesc,S1,S2,S3,S4,Sd,Sdd,Newalp,Newalp2,Contimp ,Aalpha,Aalpha2,Numm1,Numm2,Qty Bonds,Qty drills ,Qty layers,Comments,Spared,Spared2,Sparen,Spaa,Spab,Tech,x
K48783,EL024,Elmatica AS Germany,1860-5824 PCB HF-RECEIVER 03207220 REV.01 upissue now K48935,12/04/2023,,,,PTH,,,,,,,01,,,,Yes,NOBUILD,,21/04/2023,Atoy,2,,,,,,,,,,No,,Up Issue,,,,,,,,,,,,,x
K48793,CO050,Confidee AS,4110944 60267467-00 REV.- PCB MEZALOK WCC HMI ADAPT,14/04/2023,,,,PV_BP_NE,,,,,Use CAC,,-,,,ML5b,OGEL,NOBUILD,HM,18/04/2023,Atoy,6,,,,,,,,,Y,No,,New,,1,,,,,,,,,,,x
K48794,CO050,Confidee AS,4174630 60256270-00 REV.A PCB MEZALOK ADAPTER CARD,14/04/2023,15,,21,4LYR,18509,,,,Use Foil,,A,,,ML5b,OGEL,NOBUILD,TM,09/05/2023,Anne,4,,,,,,,,,Y,No,,New,,1,,,,,,,,,,,x
K48799,EL001,Elmatica AS Norway,009007P1443 460057YY20121-03,18/04/2023,2,,18B,PV_BP,18490,,,,Use CAC,,03,,,ML5c,OGEL,NOBUILD,DF,21/04/2023,Merlin,18,,,,,,,,,Y,Yes,,Re-Tool,,1,,,,,,,,,,,x
K48801,EL024,Elmatica AS Germany,EP5080A,19/04/2023,7,,39A,PTH,,,,,Use CAC,,A,,,ML18A,OGEL,NOBUILD,TM,20/04/2023,Anne,2,,,,,,,,,Y,No,,New,,6,,,,,,,,,,,x
K48803,EL001,Elmatica AS Norway,PBY490.00,19/04/2023,12,,19A,PTH,,,,,Use Foil,,No Iss,,,ML5b,OGEL,NOBUILD,TM,21/04/2023,Atoy,2,,,,,,,,,Y,No,,New,,1,,,,,,,,,,,x
K48806,EL024,Elmatica AS Germany,4174620 PCB PC Board MT 756 2844915_B,20/04/2023,160,,20B,PTH,19246,,,,Use Foil,,1,,,ML5b,OGEL,NOBUILD,SGJ,16/05/2023,Merlin,2,,,,,,,,,Y,No,,Re-Tool,,1,,,,,,,,No,,,x
K48807,EL024,Elmatica AS Germany,4174622 PCB LIGHT/FDR 751 02771084_C upissue now K49221,20/04/2023,176,,21,PTH,,,,,Use Foil,,No Iss,,,ML5b,OGEL,NOBUILD,TM,09/05/2023,Jen,2,,,,,,,,,Y,No,,New,,1,,,,,,,,,,,x
K48809,NC003,NCAB Group SWEDEN AB,10W29059  5013177H  / TVKM1170345K,20/04/2023,,,,10LYR,,,,,Use Foil,,K,,,ML4A,OGEL,NOBUILD,NDB,28/04/2023,Merlin,10,,,,,,,,,Y,No,,Re-Tool,,6,,,,,,,,,,,x
K48811,NC003,NCAB Group SWEDEN AB,4W29061 401031216_A,20/04/2023,3,,40A,4LYR,,,,,Use Foil,,No Iss,,,ML,OGEL,NOBUILD,TM,25/04/2023,Atoy,4,,,,,,,,,Y,No,,New,,6,,,,,,,,,,,x
K48812,NC003,NCAB Group SWEDEN AB,4W29064 401031219_A,20/04/2023,5,,40B,4LYR,,,,,Use Foil,,No Iss,,,ML,OGEL,NOBUILD,TM,26/04/2023,Jen,4,,,,,,,,,Y,No,,New,,6,,,,,,,,,,,x
K48817,NC005,NCAB Group Norway,6WA19691 146309 601185 Ver4.0,21/04/2023,,,,PV_BP,,,,,Use Foil,,4,,,ML4b1,OGEL,NOBUILD,DF,28/04/2023,Merlin,6,,,,,,,,,Y,No,,New,,6,,,,,,,,,,,x
K48822,EL024,Elmatica AS Germany,401041146 PB DCDC retool now K48913,24/04/2023,2,,18A,PV_BP_NE,,,,,Use Foil,,1,,,ML9c,OGEL,NOBUILD,NDB,25/04/2023,Anne,6,,,,,,,,,Y,No,,New,,1,,,,,,,,,,,x
K48826,EL024,Elmatica AS Germany,DK-2490-0888-v1 PVV573A,25/04/2023,,,,PTFE,18646,,,,Use Foil,,v1,,,ML10,OGEL,NOBUILD,SGJ,11/05/2023,Merlin,2,,,,,,,,,Y,No,,New,,1,,,,,,,,No,,,x
K48833,EL024,Elmatica AS Germany,401041311A1 PB ITSB Retool now K48914,28/04/2023,6,,18B,4LYR,18501,,,,Use Foil,,A/1,,,ML9c,OGEL,NOBUILD,TM,02/05/2023,Atoy,4,,,,,,,,,Y,No,,New,,1,,,,,,,,,,,x
K48843,EL024,Elmatica AS Germany,ELM0093752 EP4932C,02/05/2023,3,,25A,6LYR,,,,,Use CAC,,C,,,ML5b,OGEL,NOBUILD,HM,04/05/2023,Anne,6,,,,,,,,,Y,Yes,,Up Issue,,1,,,,,,,,,,,x
K48854,EL001,Elmatica AS Norway,4172538 3AQ 33921 AAAA PCB HUC,04/05/2023,6,,20A,PV_BPX,18547,,,,Use Foil,,02,,,ML5b,OGEL,NOBUILD,NDB,09/05/2023,Jen,4,,,,,,,,,Y,Yes,,Up Issue,,1,,,,,,,,,,,x
K48863,EL024,Elmatica AS Germany,SXA1075700/13,05/05/2023,36,,21A,SS,,,,,Use CAC,,No Iss,,,ML5b,OGEL,NOBUILD,HM,11/05/2023,Atoy,1,,,,,,,,,,No,,Up Issue,,1,,,,,,,,,,,x
K48913,EL024,Elmatica AS Germany,1860-5827 401041146 REV.A UTG.,22/05/2023,4,,23A,PV_BP_NE,,,,,Use Foil,,1,,,ML9c,OGEL,NOBUILD,HM,23/05/2023,Anne,6,,,,,,,,,Y,No,,Re-Tool,,1,,,,,,,,,,,x
K48914,EL024,Elmatica AS Germany,1860-5700 401041311 REV.A UTG.1,22/05/2023,8,,21,4LYR,,,,,Use Foil,,1,,,ML5b,OGEL,NOBUILD,HM,23/05/2023,Jen,4,,,,,,,,,Y,No,,Re-Tool,,1,,,,,,,,,,,x
K48918,EL024,Elmatica AS Germany,ELM0093784 4174981,23/05/2023,21,,22B,4LYR,,,,,Use CAC,,R3,,,ML10A,OGEL,K45063,TM,12/06/2023,Atoy,4,,,,,,,,,Y,No,,Up Issue,,4,,,,,,,,,,,x
K48931,EL024,Elmatica AS Germany,EP4950C ELM0093832,25/05/2023,4,,25A,4LYR,,,,,Use Foil,,C,,,ML5b,OGEL,NOBUILD,HM,08/06/2023,Anne,4,,,,,,,,,Y,-,,New,,1,,,,,,,,,,,x
K48935,EL024,Elmatica AS Germany,1860-5826 HF-RECEIVER 03207220 REV.02,26/05/2023,350,,48,PTH,,,,,Use CAC,,02,,,ML4A,SIEL,K48783,TM,31/05/2023,Atoy,2,,,,,,,,,Y,No,,Up Issue,,2,,,,,,,,,,,x
K48936,EL024,Elmatica AS Germany,EP4282A ELM0093841,30/05/2023,4,,24A,4LYR,,,,,Use Foil,,A,,,ML5b,OGEL,NOBUILD,NDB,01/06/2023,Merlin,4,,,,,,,,,Y,No,,Re-Tool,,1,,,,,,,,,,,x
K48943,EL024,Elmatica AS Germany,EP4160D,31/05/2023,2,,24A,4LYR,,,,,Use Foil,,D,,,ML5b,OGEL,NOBUILD,TM,02/06/2023,Anne,4,,,,,,,,,Y,No,,New,,1,,,,,,,,,,,x
K48947,EL024,Elmatica AS Germany,EP4780B2,01/06/2023,,,,PV_BP,,,,,Use Foil,,B2,,,ML10A,OGEL,NOBUILD,SGJ,05/06/2023,Merlin,10,,,,,,,,,Y,No,,Up Issue,,4,,,,,,,,No,,,x
K48951,EL024,Elmatica AS Germany,EP4519C,01/06/2023,,,,PV_BP,18562,,,,Use CAC,,C,,,ML11,OGEL,NOBUILD,SGJ,07/06/2023,Merlin,10,,,,,,,,,Y,Yes,,Up Issue,,1,,,,,,,,No,,,x
K48953,EL024,Elmatica AS Germany,1860-5849 PCB BARREL TEMP SENSOR INTERFACE UNIT 03207192,02/06/2023,21,,25,PV_BP_NE,,,,,Use CAC,,00,,,ML18b,OGEL,NOBUILD,DF,07/06/2023,Merlin,4,,,,,,,,,Y,,,New,,1,,,,,,,,,,,x
K48954,EL024,Elmatica AS Germany,EP4832B1,03/06/2023,,,,PV_BP_NE,,,,,Use CAC,,B1,,,ML10A,OGEL,NOBUILD,TM,08/06/2023,Jen,8,,,,,,,,,Y,No,,Up Issue,,4,,,,,,,,,,,x
K48955,EL024,Elmatica AS Germany,E-MMP-0156 WBE_PCB_WRM_LED_DRIVER_1.0_10.21.54.0311.0,03/06/2023,,,,PTH,,,,,,,NO ISSUE,,,ML11a,OGEL,NOBUILD,,06/06/2023,Anne,2,,,,,,,,,,,,New,,1,,,,,,,,,,,x
K48956,EL024,Elmatica AS Germany,E-MMP-0152 WBE PCB WRM LED HOLDER 10.21.54.02.10.0,03/06/2023,,,,PTH,,,,,,,NO ISSUE,,,ML11a,OGEL,NOBUILD,,08/06/2023,Atoy,2,,,,,,,,,,,,New,,1,,,,,,,,,,,x
K48957,EL024,Elmatica AS Germany,E-MMP-0143 WBE PCB WRM WING CONN 10.19.51.05.00.0,03/06/2023,275,,11A,PTH,,,,,Use Foil,,NO ISSUE,,,ML11a,SIEL,NOBUILD,HMTM,26/06/2023,Anne,2,,,,,,,,,Y,,,New,,1,,,,,,,,,,,x
K48958,EL024,Elmatica AS Germany,ELM0093582 E-MMP-0141,03/06/2023,27,,22,PTH,,,,,Use Foil,,NO ISSUE,,,ML10C,SIEL,NOBUILD,HM,23/06/2023,Jen,2,,,,,,,,,Y,,,New,,2,,,,,,,,,,,x
K48964,CO050,Confidee AS,4160791 3AQ 32763 AAAA ED 04,06/06/2023,20,,38A,4LYR,,,,,Use CAC,,04,,,ML11a,OGEL,NOBUILD,DF,06/06/2023,Merlin,4,,,,,,,,,Y,Yes,,New,,1,,,,,,,,,,,x
K48976,EL024,Elmatica AS Germany,EP5099A,07/06/2023,10,,38B,PV_BP,,,,,Use CAC,,A,,,ML18A,OGEL,NOBUILD,TM,19/06/2023,Anne,10,,,,,,,,,Y,Yes,,New,,6,,,,,,,,,,,x
K48982,EL001,Elmatica AS Norway,4173228 60294807-00 Rev - PCB TRIGGER SWITCH CARD,09/06/2023,,,,PV_BPX,,,,,Use CAC,,Rev-,,,ML5A,OGEL,NOBUILD,NDB,13/06/2023,Atoy,4,,,,,,,,,Y,No,,Up Issue,,1,,,,,,,,,,,x
K49008,EL024,Elmatica AS Germany,4169970 ELM0093882 4169970 REV 1,15/06/2023,,,,PTH,,,,,Use Foil,,1,,,ML9A,OGEL,K43581,HM,28/06/2023,Atoy,2,,,,,,,,,Y,,,Re-Tool,,4,,,,,,,,,,,x
K49059,EL024,Elmatica GmBH,ELM0093891 4176162,26/06/2023,,,,PV_BP,,,,,Use CAC,,R3,,,ML10A,OGEL,NOBUILD,HM,21/07/2023,Atoy,8,,,,,,,,,Y,No,,New,,4,,,,,,,,,,,x
K49072,NC005,NCAB Group Norway,146347 Angle Sensors Rev.01,30/06/2023,20,,7A,PTH,19121,,,,Use Foil,x,01,,,ML 4b1,OGEL,NOBUILD,TM,05/07/2023,Jen,2,,,,,,,,,,No,,New,,6,,,,,,,,,,,x
K49075,EL001,Elmatica AS Norway,12WA22333 79015 3AQ21521AAAA_HC Ed.04,30/06/2023,,,,12LYR,,,,,Use CAC,,04,,,ML11a,OGEL,NOBUILD,DF,23/08/2023,Merlin,12,,,,,,,,,Y,No,,New,,6,,,,,,,,,,,x
K49080,CE017,Centum Electronics,T09EH064VER001 PPC Machining Power Conditioni,03/07/2023,48,,34,6LYR,,,,,Use CAC,,001,,,ML4a,SIEL,NOBUILD,NDB,14/07/2023,Merlin,6,,,,,,,,,Y,No,,Re-Tool,,2,,,,,,,,,,,x
K49090,EL024,Elmatica GmBH,30005056-001revA DTULB MAINBOARD R2,06/07/2023,,,,PV_BP,,,,,Use CAC,,A,,,ML11a,OGEL,NOBUILD,HM,10/07/2023,Jen,10,,,,,,,,,Y,No,,New,,1,,,,,,,,,,,x
K49093,EL024,Elmatica GmBH,1860-5698 PANEL BOARD 03076113 REV.00,10/07/2023,,,,8LYR,,,,,Use CAC,,00,,,ML2a,SIEL,NOBUILD,HM,13/07/2023,Anne,8,,,,,,,,,Y,No,,Up Issue,,1,,,,,,,,,,,x
K49097,EL024,Elmatica GmBH,1860-5699 MMI DC_DC CARD 02899186 REV.00,11/07/2023,24,,29A,PTH,,,,,Use CAC,,00,,,,SIEL,NOBUILD,HM,13/07/2023,Anne,2,,,,,,,,,Y,No,ITAR,New,,1,,,,,,,,,,,x
K49103,EL024,Elmatica GmBH,ELM0093953 EP4988B,12/07/2023,11,,41,PV_BP,,,,,Use CAC,,B,,,ML10A,OGEL,NOBUILD,SGJ,18/07/2023,Merlin,10,,,,,,,,,Y,Yes,ITAR,Up Issue,,4,,,,,,,,No,,,x
K49170,EL024,Elmatica GmBH,EP5083A,07/08/2023,,,,PTH,,,,,Use Foil,,A,,,ML5b,OGEL,NOBUILD,HM,15/08/2023,Anne,2,,,,,,,,,Y,No,,New,,1,,,,,,,,,,,x
K49188,EL024,Elmatica GmBH,ELM0093970 E-MMP-0205,11/08/2023,,,,4LYR,,,,,Use CAC,,No Iss,,,ML10C,SIEL,NOBUILD,TM,21/08/2023,Atoy,4,,,,,,,,,Y,No,,New,,2,,,,,,,,,,,x
K49213,CO050,Confidee AS,ART00776,23/08/2023,27,,12A,PV_BP_NE,,,,,Use CAC,,.,,,ML11a,OGEL,NOBUILD,DF,30/08/2023,Merlin,6,,Yes,,,,,,,Y,,,New,,1,,,,,,,,,,,x
K49221,EL024,Elmatica GmBH,4169198 Rev 1 Ign Circuit board/Delay 751 2771084_D,29/08/2023,200,,49,PTH,,,,,Use Foil,,1,,,ML4a,SIEL,K48807,HM,04/09/2023,Atoy,2,,,,,,,,,Y,No,ITAR,Up Issue,,1,,,,,,,,,,,x
K49239,NC003,NCAB Sweden,ELM0093992 TVKM2190114 R1,08/09/2023,1,,38A,PV_BP,,,,,Use CAC,,R1,,,ML5b,OGEL,NOBUILD,TM,12/09/2023,Atoy,6,,,,,,,,,Y,No,,New,,1,,,,,,,,,,,x
K49248,EL024,Elmatica GmBH,TVKM2190048 R3,14/09/2023,20,,5A,6LYR,,,,,Use CAC,x,R3,,,ML5b,OGEL,NOBUILD,DF,18/09/2023,Merlin,6,,,,,,,,,Y,No,ITAR,Up Issue,,1,,,,,,,,,,,x
K49250,EL024,Elmatica GmBH,TVK2192031 R1,14/09/2023,7,,39A,4LYR,,,,,Use CAC,,R1,,,ML5b,OGEL,NOBUILD,HM,19/09/2023,Anne,4,,,,,,,,,Y,No,,New,,1,,,,,,,,,,,x
K49255,EL024,Elmatica GmBH,TVK1174335 R3,15/09/2023,41,,3A,4LYR,,,,,Use Foil,,R3,,,ML5b,OGEL,NOBUILD,TM,20/09/2023,Atoy,4,,,,,,,,,Y,No,ITAR,New,,1,,,,,,,,,,,x
K49273,EL024,Elmatica GmBH,1860-5640 RBS15 JFP MPC ALC LM R2 401036731 REV.B UTG.3,22/09/2023,1,,41,PV_BP,,,,,Use CAC,,3,,,ML4a,SIEL,NOBUILD,NDB,28/09/2023,Atoy,12,,,,,,,,,Y,Yes,ITAR,Up Issue,,1,,,,,,,,,,,x
K49278,EL001,Elmatica AS Norway,412679 TVMR1092139 R1A,26/09/2023,22,,42,4LYR,,,,,Use CAC,,R1A,,,ML5b,OGEL,NOBUILD,DF,29/09/2023,Merlin,4,,,,,,,,,Y,No,,Re-Tool,,1,,,,,,,,,,,x
K49279,EL001,Elmatica AS Norway,412684 TVMR1092140 R1A,26/09/2023,48,,42,4LYR,,,,,Use Foil,,R1A,,,ML5b,OGEL,NOBUILD,DF,02/10/2023,Merlin,4,,,,,,,,,Y,No,,Re-Tool,,1,,,,,,,,,,,x
K49286,EL024,Elmatica GmBH,TVK1174736 R3,29/09/2023,5,,41A,4LYR,,,,,Use CAC,,R3,,,ML5b,OGEL,NOBUILD,HM,04/10/2023,Anne,4,,,,,,,,,Y,No,,New,,1,,,,,,,,,,,x
K49298,CO053,Confidee AB,ART01471 32-002-031-B Camera 32-002-031,03/10/2023,,,,8LYR,,,,,Use CAC,x,B,,,ML5d,OGEL,NOBUILD,TM,06/10/2023,Atoy,8,,,,,,,,,,No,ITAR,New,,1,,,,,,,,,,,x
K49299,CO053,Confidee AB,ART01497 32-002-040-B Sensor 32-002-040-B,04/10/2023,54,,42,6LYR,,,,,Use CAC,x,B,,,ML5d,OGEL,NOBUILD,TM,05/10/2023,Jen,6,,,,,,,,,,No,ITAR,New,,1,,,,,,,,,,,x
K49316,EL024,Elmatica GmBH,ELM0093826 TVKM1170204 R2,10/10/2023,17,,3A,8LYR,,,,,Use Foil,,R2,,,ML11a,OGEL,NOBUILD,HM,23/10/2023,Atoy,8,,,,,,,,,Y,No,,New,,1,,,,,,,,,,,x
K49321,EL024,Elmatica GmBH,EP4421B,11/10/2023,1,,43,6LYR,18769,,,,Use CAC,,B,,,ML5b,OGEL,NOBUILD,TM,18/10/2023,Jen,6,,,,,,,,,Y,Yes,,New,,1,,,,,,,,,,,x
K49322,EL024,Elmatica GmBH,EP4119A,11/10/2023,,,,PTH,,,112@SEP'24,,Use Foil,,A,,,ML5b,OGEL,NOBUILD,HM,12/10/2023,Anne,2,,,,,,,,,Y,No,,New,,1,,,,,,,,,,,x
K49326,EL024,Elmatica GmBH,EP4423A,12/10/2023,1,,45A,ML_IPA,,,,,Use CAC,,A,,,ML5b,OGEL,NOBUILD,HM,16/10/2023,Anne,12,,,,,,,,,Y,Yes,,New,,1,,,,,,,,,,,x
K49334,EL024,Elmatica GmBH,EP5140A,16/10/2023,,,,PTH,,,,,Use Foil,,A,,,ML9A,OGEL,NOBUILD,HM,17/10/2023,Anne,2,,,,,,,,,Y,No,,New,,4,,,,,,,,,,,x
K49354,EL024,Elmatica GmBH,ELM0094053 LFSWEP4732B,19/10/2023,1,,Despatch,4LYR,,,16@NOV'23,ON HOLD S,Use Foil,x,B,,,ML5b,OGEL,NOBUILD,NDB,30/10/2023,Merlin,4,,,,,,,,,,No,ITAR,Re-Tool,,1,,,,,,,,,,,x
K49358,EL024,Elmatica GmBH,8081264 EP4996A,19/10/2023,,,,DSNPTH,,,,,Use Foil,,A,,,ML5b,OGEL,NOBUILD,NDB,03/11/2023,Merlin,2,,,,,,,,,,No,,Up Issue,,1,,,,,,,,,,,x
K49372,NC005,NCAB Group Norway,4WA11964 9101909 SRIO Conn Crd 60238981-01,24/10/2023,20,,44A,4LYR,,,,,Use CAC,,-,,,ML18,OGEL,NOBUILD,SGJ,25/10/2023,Merlin,4,,,,,,,,,Y,No,,New,,6,,,,,,,,No,,,x
K49382,EL024,Elmatica GmBH,401043288 A1 METEOR_SPU_TEST_BOARD,26/10/2023,4,,44A,8LYR,,,,,Use CAC,,1,,,ML5d,OGEL,NOBUILD,NDB,26/10/2023,Anne,8,,,,,,,,,Y,No,ITAR,New,,1,,,,,,,,,,,x
K49389,CO050,Confidee AS,4178224 GEC10091B PCB,27/10/2023,12,,40A,PV_BP_NE,,,,,Use CAC,,B,,,ML11a,OGEL,NOBUILD,TM,03/11/2023,Anne,6,,,,,,,,,Y,No,ITAR,Up Issue,,1,,,,,,,,,,,x
K49393,EL024,Elmatica GmBH,1860-5642 RBS15 JFP MPC CBA LM R2 401036735 REV.B UTG.2,27/10/2023,,,,PV_BP,,,,,Use CAC,,B2,,,ML4A,SIEL,NOBUILD,TM,31/10/2023,Jen,16,,,,,,,,,Y,Yes,ITAR,Up Issue,,1,,,,,,,,,,,x
K49397,EL024,Elmatica GmBH,EP4337B2,31/10/2023,,,,8LYR,18801,,,,Use CAC,x,B2,,,ML5B,OGEL,NOBUILD,HM,01/11/2023,Anne,8,,,,,,,,,,No,,Up Issue,,4,,,,,,,,,,,x
K49398,EL024,Elmatica GmBH,2000004986 TVKM1170389 R1,31/10/2023,6,,49,4LYR,,,,,Use CAC,,R1,,,ML5b,OGEL,NOBUILD,TM,06/11/2023,Anne,4,,,,,,,,,Y,No,,New,,1,,,,,,,,,,,x
K49428,EL024,Elmatica GmBH,LFSWEP3915 EP3915C,08/11/2023,12,,36B,PTH,,,,,Use Foil,,C,,,ML11a,OGEL,NOBUILD,DF,30/11/2023,Merlin,2,,,,,,,,,Y,No,,Repeat,,1,,,,,,,,,,,x
K49431,EL024,Elmatica GmBH,LFSWEP4133B EP4133B,09/11/2023,,,,PTH,,,,ON HOLD S,Use Foil,,B,,,ML5b,OGEL,NOBUILD,DF,13/11/2023,Merlin,2,,,,,,,,,,No,ITAR,Repeat,,1,,,,,,,,,,,x
K49432,EL024,Elmatica GmBH,2000005601 TVKM2190113 R2,09/11/2023,,,,PV_BP,,,,,Use Foil,,R2,,,ML5b,OGEL,NOBUILD,SGJ,20/11/2023,Merlin,8,,,,,,,,,Y,No,ITAR,Up Issue,,1,,,,,,,,No,,,x
K49448,NC003,NCAB Sweden,ELM0086088 LFSWEP4364B,16/11/2023,,,,PTH,,,,,Use Foil,,B,,,ML5b,OGEL,NOBUILD,SGJ,01/12/2023,Merlin,2,,,,,,,,,Y,No,ITAR,Re-Tool,,1,,,,,,,,No,,,x
K49456,EL024,Elmatica GmBH,LFSWEP4133B EP4133B,20/11/2023,20,,48A,PTH,,,,,Use Foil,,B,,,ML5b,OGEL,NOBUILD,NDB,23/11/2023,Merlin,2,,,,,,,,,Y,No,ITAR,New,,1,,,,,,,,,,,x
K49466,EL024,Elmatica GmBH,LFSWEP3931_C1 EP3931_C1,23/11/2023,,,,10LYR,,,,,Use CAC,,C1,,,ML5b,OGEL,NOBUILD,SGJ,30/11/2023,Merlin,10,,,,,,,,,Y,No,ITAR,Re-Tool,,1,,,,,,,,No,,,x
K49536,NC003,NCAB Group SWEDEN AB,2W29652 4167101 REV 1,19/12/2023,45,,2,PTH,,,,,Use CAC,,1,,,ML4b,SIEL,NOBUILD,SGJ,05/01/2024,Merlin,2,,,,,,,,,Y,No,ITAR,Up Issue,,2,,,,,,,,No,,,x
K49538,NC003,NCAB Group SWEDEN AB,6W29657 2859930 - 2300792600,21/12/2023,6,,3,6LYR,,,,,Use Foil,,A,,,ML11a,OGEL,NOBUILD,SGJ,06/01/2024,Merlin,6,,,,,,,,,Y,No,ITAR,New,,4,,,,,,,,No,,,x
K49559,CO051,Confidee GmbH,ART01763 LAY49930E 1X5 Main Bus,05/01/2024,10,,4A,PV_BP_2,18949/18950,,,,Use CAC,,No Iss,,,ML9A1,OGEL,NOBUILD,DF,17/01/2024,Merlin,6,,,,,,,,,Y,No,,New,,4,,,,,,,,Yes,,,x
K49565,NC003,NCAB Group SWEDEN AB,8W29700 1860-5921,08/01/2024,,,,PV_BP,,,,,Use Foil,,A,,,ML10A,OGEL,NOBUILD,TM,25/01/2024,Anne,8,,,,,,,,,Y,No,ITAR,Up Issue,,4,,,,,,,,,,,x
K49575,EL024,Elmatica GmBH,TVMM6190006_R2 ADAPTERKORT 16-POLIG,10/01/2024,,,,PV_BP_EM,,,,,Use CAC,,R2,,,ML18A,OGEL,NOBUILD,DF,12/01/2024,Merlin,12,,,,,,,,,Y,No,ITAR,New,,6,,,,,,,,,,,x
K49588,EL024,Elmatica GmBH,TVKM2190089_R2 TS MOD TEST UNIT,15/01/2024,2,,6,etch_mas,18972,,,,Use Foil,,R2,,,ML18A,OGEL,NOBUILD,DF,19/01/2024,Merlin,8,,,,,,,,,Y,No,ITAR,New,,6,,,,,,,,,,,x
K49611,EL024,Elmatica GmBH,EP4153A,24/01/2024,4,,6A,PTH,,,,,Use CAC,,A,,,ML10A,OGEL,NOBUILD,TM,26/01/2024,Jen,2,,,,,,,,,Y,No,ITAR,New,,4,,,,,,,,,,,x
K49619,EL024,Elmatica GmBH,TVKM1170516_R2,26/01/2024,2,,27A,PV_BP,,,,,Use CAC,,R2,,,ML5b,OGEL,NOBUILD,TM,30/01/2024,Atoy,6,,,,,,,,,Y,No,,Up Issue,,4,,,,,,,,,,,x
K49621,EL024,Elmatica GmBH,"F1341-223941 MK CL, CONTROL LOGIC ELM0094113",26/01/2024,,,,8LYR,,,,,Use Foil,,4,,,ML4B,OGEL,NOBUILD,TM,15/02/2024,Anne,8,,,,,,,,,Y,No,,New,,6,,,,,,,,,,,x
K49630,CO053,Confidee AB,"ART02449 SKY-WATCH, ML-6 LAYERSky-Watch, ML-6 layer",30/01/2024,,,,PV_BP,,,,,Use CAC,,No Iss,,,ML10C,SIEL,NOBUILD,HM,02/02/2024,Anne,6,,,,,,,,,Y,No,,New,,2,,,,,,,,,,,x
K49643,EL024,Elmatica GmBH,ELM0094117 EP5153A,01/02/2024,7,,8,6LYR,,,,,Use Foil,,A,,,ML18,OGEL,NOBUILD,HM,05/02/2024,Jen,6,,,,,,,,,Y,No,ITAR,New,,6,,,,,,,,,,,x
K49644,EL024,Elmatica GmBH,ELM0094118 EP5156A,01/02/2024,18,,9,6LYR,,,,,Use Foil,,A,,,ML18,OGEL,NOBUILD,HM,07/02/2024,Anne,6,,,,,,,,,Y,No,,New,,6,,,,,,,,,,,x
K49645,EL024,Elmatica GmBH,ELM0094119 EP5157A,01/02/2024,6,,9,6LYR,,,,,Use Foil,,A,,,ML18,OGEL,NOBUILD,HM,12/02/2024,Jen,6,,,,,,,,,,No,ITAR,New,,6,,,,,,,,,,,x
K49691,CO053,Confidee AB,ART02515 47524 SP001107 V 1.0,12/02/2024,,,,PV_BP,19014,,,,Use CAC,,1,,,ML9A,OGEL,NOBUILD,HM,19/02/2024,Atoy,6,,,,,,,,,Y,Yes,,New,,4,,,,,,,,,,,x
K49693,CO053,Confidee AB,ART02439 16854 SP000931_0_MFG_220124,12/02/2024,4,,9,PV_BP_2N,,,,,Use CAC,,No Iss,,,ML9A,OGEL,NOBUILD,NDB,14/02/2024,Merlin,6,,,,,,,,,,Yes,,New,,4,,,,,,,,Yes,,,x
K49719,EL024,Elmatica GmBH,20002819 A  (ME59M0041947SAMP),19/02/2024,,,,8LYR,,,,,Use CAC,x,A,,,ML6A,OGEL,NOBUILD,NDB,20/02/2024,Merlin,8,,,,,,,,,Y,Yes,ITAR,Re-Tool,,4,,,,,,,,,,,x
